id,lon,lat,date,day_of_week,month_name
19,2.151436647642385,41.38033140168669,2019-03-07,Thursday,March
26,2.153205130565292,41.380368935511946,2019-09-03,Tuesday,September
24,2.152845731575806,41.38041684697903,2019-06-27,Thursday,June
27,2.1532810258048807,41.38024913125191,2019-01-28,Monday,January
17,2.1512996686120336,41.3803795233571,2019-07-20,Saturday,July
28,2.1535434185655404,41.38014946742408,2019-12-14,Saturday,December
42,2.1704521944493074,41.379910843439795,2019-09-24,Tuesday,September
26,2.1559075217897066,41.379474792900666,2019-06-06,Thursday,June
41,2.170240782622417,41.37992132916344,2019-05-15,Wednesday,May
40,2.1699506580484647,41.3798171514484,2019-11-13,Wednesday,November
21,2.1566785739101917,41.37930029608065,2019-06-09,Sunday,June
11,2.1411877735061466,41.37919265151787,2019-10-28,Monday,October
21,2.16654666250672,41.37946227037984,2019-02-04,Monday,February
39,2.1696726893226357,41.379774868430836,2019-05-13,Monday,May
32,2.1542845165712126,41.37960570921494,2019-10-13,Sunday,October
20,2.166421381570303,41.379487634822205,2019-08-15,Thursday,August
22,2.1667235972278966,41.37946355180632,2019-07-21,Sunday,July
35,2.168976159919533,41.379283314152524,2019-02-21,Thursday,February
46,2.171213731711911,41.37958605517496,2019-01-04,Friday,January
18,2.143988732545499,41.380400397768355,2019-08-29,Thursday,August
25,2.1527392532935354,41.379406470505195,2019-05-29,Wednesday,May
23,2.166797320325156,41.37959276453455,2019-09-20,Friday,September
27,2.167208950329098,41.379467065515534,2019-01-12,Saturday,January
28,2.167328530091877,41.37946793089773,2019-03-05,Tuesday,March
29,2.167448684209578,41.37942376270216,2019-05-04,Saturday,May
30,2.167568263900325,41.379424627834496,2019-01-30,Wednesday,January
31,2.1676878435962905,41.37942549284261,2019-08-01,Thursday,August
32,2.167979793453829,41.379194909885875,2019-08-27,Tuesday,August
33,2.1680061488462017,41.37947283238337,2019-03-08,Friday,March
36,2.1690137487347037,41.37941320035178,2019-10-03,Thursday,October
37,2.1692312337774644,41.37960778909024,2019-01-14,Monday,January
38,2.1694070355273647,41.37959759409179,2019-12-14,Saturday,December
58,2.1772531009396716,41.37958435806519,2019-03-05,Tuesday,March
13,2.1415371854681613,41.379278405125866,2019-06-19,Wednesday,June
23,2.1525012642115064,41.379314642735054,2019-04-27,Saturday,April
24,2.1668507858341464,41.379419435176715,2019-12-20,Friday,December
25,2.1669703654987895,41.379420300930306,2019-05-24,Friday,May
26,2.1670899451686556,41.379421166559624,2019-10-02,Wednesday,October
34,2.1682119339314325,41.379446604666214,2019-09-26,Thursday,September
43,2.1709159253991652,41.37949383458983,2019-12-23,Monday,December
44,2.1710355053234154,41.37949469612043,2019-04-01,Monday,April
45,2.1711550852528623,41.379495557526795,2019-03-30,Saturday,March
47,2.1713942451273427,41.37949727996676,2019-06-02,Sunday,June
48,2.171513825072376,41.37949814100038,2019-12-22,Sunday,December
49,2.171633405022602,41.37949900190976,2019-04-23,Tuesday,April
51,2.171752984978021,41.37949986269488,2019-03-05,Tuesday,March
52,2.1718725649386332,41.37950072335577,2019-03-02,Saturday,March
54,2.171992144904436,41.3795015838924,2019-12-22,Sunday,December
55,2.17211172487543,41.37950244430479,2019-04-03,Wednesday,April
57,2.1722313048516138,41.37950330459293,2019-12-12,Thursday,December
59,2.1723508848329875,41.37950416475684,2019-12-13,Friday,December
60,2.172470464819549,41.37950502479649,2019-03-07,Thursday,March
62,2.1725900448112987,41.3795058847119,2019-06-27,Thursday,June
64,2.172709624808235,41.379506744503054,2019-03-21,Thursday,March
66,2.1728292048103577,41.379507604169966,2019-03-24,Sunday,March
67,2.1729487848176663,41.37950846371265,2019-06-22,Saturday,June
69,2.1730683648301596,41.37950932313107,2019-05-23,Thursday,May
70,2.173187944847837,41.37951018242525,2019-09-12,Thursday,September
72,2.173307524870697,41.37951104159518,2019-05-10,Friday,May
74,2.17342710489874,41.37951190064087,2019-08-30,Friday,August
75,2.1735466849319645,41.37951275956232,2019-05-07,Tuesday,May
77,2.1736662649703704,41.37951361835952,2019-07-08,Monday,July
78,2.1737858450139567,41.37951447703246,2019-02-28,Thursday,February
79,2.1739054250627223,41.37951533558116,2019-07-24,Wednesday,July
80,2.1740250051166665,41.37951619400561,2019-11-23,Saturday,November
81,2.174144585175789,41.37951705230583,2019-10-11,Friday,October
82,2.1742641652400887,41.3795179104818,2019-04-18,Thursday,April
83,2.174443535346244,41.379519197512785,2019-07-08,Monday,July
84,2.174622905464044,41.379520484264226,2019-11-14,Thursday,November
83,2.1748620656392204,41.379522199497956,2019-12-01,Sunday,December
82,2.1751012258350877,41.37952391423468,2019-01-05,Saturday,January
81,2.1752208059407785,41.379524771416676,2019-04-07,Sunday,April
80,2.1753403860516407,41.37952562847443,2019-06-25,Tuesday,June
79,2.1754599661676717,41.379526485407936,2019-12-03,Tuesday,December
78,2.1755795462888723,41.379527342217195,2019-11-22,Friday,November
77,2.1756991264152408,41.379528198902214,2019-03-30,Saturday,March
76,2.1758187065467767,41.37952905546298,2019-09-15,Sunday,September
75,2.1759382866834796,41.37952991189951,2019-04-28,Sunday,April
74,2.176057866825349,41.37953076821178,2019-06-12,Wednesday,June
72,2.1761774469723836,41.37953162439982,2019-07-02,Tuesday,July
71,2.1762970271245825,41.37953248046359,2019-05-21,Tuesday,May
69,2.1764166072819453,41.37953333640313,2019-01-18,Friday,January
67,2.1765361874444706,41.37953419221842,2019-10-19,Saturday,October
65,2.176655767612159,41.37953504790947,2019-05-06,Monday,May
64,2.1767753477850085,41.37953590347627,2019-11-24,Sunday,November
62,2.1768949279630188,41.37953675891882,2019-04-11,Thursday,April
60,2.1770150758981797,41.37949258067526,2019-10-24,Thursday,October
59,2.1771340883345194,41.37953846943118,2019-06-15,Saturday,June
56,2.177373816231228,41.37949514588067,2019-02-21,Thursday,February
55,2.1784628680926916,41.380413530796595,2019-06-19,Wednesday,June
54,2.1784351532009505,41.37968524941455,2019-08-11,Sunday,August
52,2.1789277917780727,41.37955128243254,2019-08-16,Friday,August
51,2.1791669523247728,41.37955298872051,2019-09-11,Wednesday,September
50,2.179286532605842,41.37955384167814,2019-11-01,Friday,November
49,2.179406112892056,41.37955469451151,2019-04-15,Monday,April
48,2.1795256931834146,41.37955554722065,2019-10-15,Tuesday,October
47,2.1796452734799163,41.37955639980554,2019-09-24,Tuesday,September
46,2.179764853781562,41.37955725226617,2019-07-14,Sunday,July
45,2.1798844340883483,41.37955810460256,2019-01-23,Wednesday,January
43,2.1800040144002764,41.379558956814705,2019-12-26,Thursday,December
41,2.180123594717346,41.3795598089026,2019-05-29,Wednesday,May
40,2.1802431750395543,41.37956066086626,2019-05-22,Wednesday,May
38,2.180362755366902,41.379561512705656,2019-04-25,Thursday,April
36,2.180482335699388,41.37956236442081,2019-04-17,Wednesday,April
34,2.180601916037012,41.37956321601173,2019-04-17,Wednesday,April
32,2.1807214963797725,41.37956406747839,2019-12-15,Sunday,December
30,2.180841076727669,41.37956491882081,2019-08-01,Thursday,August
28,2.1809606570807003,41.37956577003898,2019-11-11,Monday,November
26,2.181080237438867,41.37956662113291,2019-09-02,Monday,September
24,2.181199817802167,41.37956747210258,2019-02-03,Sunday,February
22,2.181319398170601,41.37956832294801,2019-12-10,Tuesday,December
20,2.1814389785441666,41.3795691736692,2019-06-06,Thursday,June
18,2.181558558922864,41.37957002426613,2019-06-22,Saturday,June
16,2.1816781393066917,41.37957087473882,2019-01-12,Saturday,January
14,2.18179771969565,41.37957172508727,2019-06-14,Friday,June
13,2.1819173000897374,41.37957257531147,2019-05-08,Wednesday,May
11,2.182036880488954,41.37957342541142,2019-01-11,Friday,January
19,2.152085662355012,41.37908639304677,2019-09-11,Wednesday,September
21,2.1523236500111618,41.379178221666635,2019-01-28,Monday,January
25,2.15286117014316,41.37922721777792,2019-12-24,Tuesday,December
26,2.15304112275381,41.37918350487325,2019-01-23,Wednesday,January
40,2.1704985401973076,41.37940075127753,2019-12-13,Friday,December
41,2.170737699684733,41.379402475078784,2019-11-13,Wednesday,November
42,2.170917069313949,41.37940376760358,2019-11-20,Wednesday,November
43,2.171036649073257,41.37940462913148,2019-05-06,Monday,May
44,2.1711562288377615,41.37940549053512,2019-11-10,Sunday,November
45,2.171275808607462,41.37940635181451,2019-11-01,Friday,November
46,2.171395388382358,41.37940721296967,2019-12-08,Sunday,December
47,2.1715149681624477,41.379408074000565,2019-03-27,Wednesday,March
48,2.1716345479477317,41.379408934907225,2019-03-21,Thursday,March
50,2.1717541277382084,41.379409795689654,2019-05-23,Thursday,May
51,2.1718737075338774,41.37941065634782,2019-10-06,Sunday,October
53,2.1719932873347383,41.379411516881746,2019-01-20,Sunday,January
54,2.1721128671407897,41.37941237729144,2019-11-12,Tuesday,November
56,2.1722324469520307,41.37941323757686,2019-05-22,Wednesday,May
57,2.1723520267684613,41.37941409773806,2019-07-05,Friday,July
59,2.17247160659008,41.379414957775005,2019-11-15,Friday,November
61,2.1725911864168874,41.37941581768771,2019-02-17,Sunday,February
63,2.1727107662488816,41.37941667747616,2019-05-15,Wednesday,May
64,2.1728303460860614,41.37941753714037,2019-12-25,Wednesday,December
66,2.172949925928427,41.379418396680336,2019-02-28,Thursday,February
67,2.173069505775977,41.37941925609606,2019-06-02,Sunday,June
69,2.173189085628712,41.37942011538753,2019-10-10,Thursday,October
70,2.1733086654866294,41.379420974554755,2019-11-26,Tuesday,November
72,2.1734282453497293,41.37942183359774,2019-04-28,Sunday,April
74,2.1735478252180114,41.37942269251648,2019-04-23,Tuesday,April
75,2.173667405091474,41.37942355131097,2019-01-13,Sunday,January
76,2.1737869849701172,41.37942440998122,2019-01-28,Monday,January
77,2.17390656485394,41.379425268527214,2019-01-10,Thursday,January
79,2.174026144742941,41.37942612694898,2019-07-26,Friday,July
80,2.1741457246371207,41.37942698524649,2019-10-13,Sunday,October
81,2.174325094488097,41.37942827245979,2019-03-19,Tuesday,March
82,2.174683834224985,41.37943084604774,2019-07-24,Wednesday,July
81,2.1750425740084394,41.37943341851748,2019-11-28,Thursday,November
80,2.175221943917622,41.37943470433303,2019-08-18,Sunday,August
79,2.17534152386354,41.37943556138808,2019-04-02,Tuesday,April
78,2.1754611038146283,41.37943641831888,2019-07-27,Saturday,July
77,2.175580683770885,41.379437275125454,2019-10-28,Monday,October
76,2.1757002637323106,41.379438131807774,2019-09-07,Saturday,September
75,2.1758198436989034,41.37943898836584,2019-12-19,Thursday,December
74,2.1759394236706626,41.37943984479966,2019-01-14,Monday,January
72,2.176059003647588,41.37944070110925,2019-02-07,Thursday,February
71,2.1761785836296794,41.379441557294584,2019-02-01,Friday,February
69,2.1762981636169347,41.37944241335567,2019-09-11,Wednesday,September
68,2.176417743609354,41.37944326929251,2019-11-01,Friday,November
66,2.1765373236069356,41.37944412510511,2019-01-31,Thursday,January
64,2.176656903609681,41.379444980793465,2019-10-17,Thursday,October
63,2.1767764836175867,41.37944583635757,2019-09-15,Sunday,September
61,2.1768960636306534,41.37944669179743,2019-04-19,Friday,April
58,2.177135791339205,41.379403368740476,2019-02-15,Friday,February
57,2.1772548037008104,41.37944925737153,2019-11-05,Tuesday,November
54,2.177613543817388,41.37945182182742,2019-11-10,Sunday,November
52,2.1783908142291226,41.37945737431244,2019-01-29,Tuesday,January
51,2.178928924641661,41.37946121526542,2019-07-03,Wednesday,July
50,2.1791680848584725,41.37946292154802,2019-09-12,Thursday,September
49,2.1792876649745976,41.37946377450296,2019-03-08,Friday,March
48,2.1794072450958675,41.379464627333654,2019-11-06,Wednesday,November
47,2.1795268252222817,41.379465480040096,2019-07-17,Wednesday,July
46,2.1796464053538394,41.37946633262231,2019-08-29,Thursday,August
45,2.17976598549054,41.37946718508026,2019-06-27,Thursday,June
43,2.179885565632383,41.37946803741397,2019-11-09,Saturday,November
42,2.1800051457793668,41.379468889623425,2019-02-26,Tuesday,February
40,2.180124725931491,41.37946974170865,2019-11-22,Friday,November
38,2.1802443060887553,41.37947059366962,2019-01-28,Monday,January
37,2.180363886251159,41.37947144550633,2019-03-14,Thursday,March
35,2.1804834664187003,41.37947229721882,2019-12-12,Thursday,December
33,2.1806030465913793,41.379473148807044,2019-06-19,Wednesday,June
31,2.1807226267691955,41.379474000271024,2019-03-20,Wednesday,March
29,2.1808422069521476,41.37947485161077,2019-02-09,Saturday,February
27,2.1809617871402347,41.37947570282625,2019-12-04,Wednesday,December
25,2.1810813673334564,41.379476553917506,2019-07-22,Monday,July
23,2.1812009475318126,41.3794774048845,2019-10-25,Friday,October
21,2.181320527735301,41.37947825572726,2019-12-09,Monday,December
19,2.181440107943922,41.37947910644576,2019-08-05,Monday,August
17,2.1815596881576744,41.37947995704002,2019-10-24,Thursday,October
15,2.181679268376558,41.379480807510035,2019-07-02,Tuesday,July
13,2.1817988486005713,41.3794816578558,2019-02-26,Tuesday,February
12,2.181918428829714,41.37948250807732,2019-09-12,Thursday,September
22,2.1525639767932803,41.37908991666432,2019-03-06,Wednesday,March
23,2.1526225969640262,41.37918042354629,2019-01-23,Wednesday,January
27,2.1532814486100404,41.379095198363395,2019-12-20,Friday,December
31,2.1544044556393693,41.37948399878737,2019-05-01,Wednesday,May
14,2.163922417616808,41.37922653000688,2019-01-25,Friday,January
23,2.166853659624843,41.37919426793773,2019-02-19,Tuesday,February
24,2.1669732388771346,41.3791951336845,2019-01-28,Monday,January
25,2.167092818134649,41.379195999307015,2019-01-05,Saturday,January
26,2.167212397397385,41.37919686480529,2019-02-04,Monday,February
27,2.1673319766653414,41.37919773017932,2019-01-06,Sunday,January
39,2.1704996846841893,41.37931068429935,2019-04-03,Wednesday,April
40,2.170738843841732,41.379312408095174,2019-02-08,Friday,February
41,2.170918213223536,41.379313700615896,2019-01-14,Monday,January
42,2.171097582617034,41.37931499285707,2019-07-14,Sunday,July
43,2.1712769520222235,41.379316284818685,2019-11-15,Friday,November
45,2.1713965316321775,41.37931714597113,2019-07-07,Sunday,July
46,2.171516111247326,41.37931800699932,2019-06-21,Friday,June
47,2.171635690867668,41.37931886790328,2019-02-15,Friday,February
48,2.171755270493203,41.37931972868298,2019-04-05,Friday,April
50,2.1718748501239302,41.37932058933845,2019-04-24,Wednesday,April
51,2.1719944297598492,41.37932144986967,2019-02-12,Tuesday,February
53,2.1721140094009592,41.37932231027664,2019-04-10,Wednesday,April
54,2.1722335890472584,41.37932317055937,2019-08-04,Sunday,August
56,2.172353168698747,41.37932403071785,2019-01-24,Thursday,January
58,2.1724727483554243,41.379324890752095,2019-08-22,Thursday,August
60,2.1725923280172896,41.37932575066208,2019-02-04,Monday,February
61,2.172711907684341,41.37932661044784,2019-01-25,Friday,January
63,2.1728314873565795,41.379327470109324,2019-04-24,Wednesday,April
65,2.1729510670340026,41.37932832964659,2019-02-21,Thursday,February
66,2.1730706467166114,41.379329189059604,2019-11-18,Monday,November
67,2.1731902264044036,41.379330048348365,2019-10-22,Tuesday,October
69,2.173309806097379,41.3793309075129,2019-09-14,Saturday,September
70,2.173429385795537,41.37933176655318,2019-10-12,Saturday,October
72,2.1735489654988767,41.37933262546922,2019-12-26,Thursday,December
73,2.173668545207397,41.379333484261004,2019-12-04,Wednesday,December
75,2.173788124921098,41.37933434292854,2019-01-28,Monday,January
76,2.1739077046399786,41.37933520147184,2019-04-17,Wednesday,April
77,2.174027284364038,41.379336059890896,2019-07-30,Tuesday,July
78,2.174146864093275,41.3793369181857,2019-12-25,Wednesday,December
79,2.1742664438276895,41.37933777635627,2019-11-22,Friday,November
80,2.174684972938899,41.37934077897482,2019-06-19,Wednesday,June
79,2.1751632920007453,41.37934420867517,2019-09-13,Friday,September
78,2.1753426616702702,41.379345494300296,2019-06-29,Saturday,June
77,2.1754622414564153,41.37934635122842,2019-04-12,Friday,April
76,2.1755818212477296,41.37934720803227,2019-11-19,Tuesday,November
75,2.1757014010442126,41.3793480647119,2019-03-17,Sunday,March
74,2.1758209808458626,41.37934892126727,2019-09-30,Monday,September
72,2.1759405606526796,41.37934977769841,2019-06-25,Tuesday,June
71,2.1760601404646622,41.379350634005284,2019-06-08,Saturday,June
69,2.1761797202818105,41.37935149018792,2019-02-19,Tuesday,February
68,2.176299300104123,41.37935234624632,2019-10-23,Wednesday,October
66,2.1764188799315995,41.37935320218047,2019-05-25,Saturday,May
65,2.1765384597642385,41.379354057990376,2019-09-16,Monday,September
63,2.1766580396020405,41.379354913676025,2019-10-11,Friday,October
62,2.1767776194450037,41.379355769237435,2019-06-30,Sunday,June
60,2.1768971992931276,41.37935662467461,2019-03-16,Saturday,March
59,2.177016779146411,41.379357479987526,2019-07-18,Thursday,July
56,2.1772565064503446,41.37931415667463,2019-08-09,Friday,August
55,2.177376086236633,41.37931501161347,2019-08-05,Monday,August
54,2.177495666028078,41.37931586642807,2019-08-27,Tuesday,August
53,2.1782529152150336,41.3795146735891,2019-07-15,Monday,July
50,2.1788104775643595,41.37937029477188,2019-08-20,Tuesday,August
49,2.1791094274133656,41.37937242785139,2019-02-21,Thursday,February
48,2.179288797338208,41.379373707326366,2019-02-04,Monday,February
47,2.1794083772945343,41.379374560154375,2019-03-23,Saturday,March
46,2.179527957256005,41.37937541285813,2019-01-02,Wednesday,January
45,2.1796475372226194,41.37937626543765,2019-07-06,Saturday,July
44,2.1797671171943764,41.379377117892915,2019-09-09,Monday,September
42,2.1798866971712756,41.379377970223935,2019-09-07,Saturday,September
40,2.1800062771533155,41.37937882243072,2019-02-28,Thursday,February
39,2.1801258571404967,41.37937967451325,2019-04-21,Sunday,April
37,2.1802454371328173,41.37938052647154,2019-05-21,Tuesday,May
35,2.1803650171302773,41.37938137830558,2019-06-09,Sunday,June
33,2.1804845971328746,41.37938223001537,2019-04-24,Wednesday,April
31,2.1806041771406104,41.37938308160093,2019-10-03,Thursday,October
29,2.1807237571534825,41.37938393306223,2019-11-08,Friday,November
27,2.1808433371714906,41.37938478439929,2019-06-20,Thursday,June
25,2.1809629171946345,41.379385635612095,2019-09-11,Wednesday,September
23,2.1810824972229126,41.37938648670066,2019-04-04,Thursday,April
21,2.1812020772563243,41.37938733766498,2019-11-12,Tuesday,November
19,2.1813216572948693,41.37938818850506,2019-10-22,Tuesday,October
17,2.181441237338546,41.37938903922088,2019-07-29,Monday,July
15,2.181560817387355,41.37938988981246,2019-05-31,Friday,May
14,2.1816803974412937,41.379390740279796,2019-01-31,Thursday,January
12,2.181799977500363,41.37939159062289,2019-05-12,Sunday,May
11,2.1819195575645622,41.379392440841734,2019-12-21,Saturday,December
20,2.152265030259399,41.37908771463629,2019-10-31,Thursday,October
23,2.1527439292150943,41.37904620422171,2019-03-11,Monday,March
24,2.1529238814001275,41.37900249149503,2019-06-01,Saturday,June
25,2.152982501996492,41.379092998199,2019-08-21,Wednesday,August
28,2.153521773822449,41.37900689134406,2019-05-23,Thursday,May
24,2.1562776891781605,41.37910719860413,2019-10-11,Friday,October
28,2.1674521302803913,41.3791535619734,2019-06-12,Wednesday,June
29,2.167571709476317,41.379154427097596,2019-04-25,Thursday,April
30,2.167691288677461,41.37915529209753,2019-10-14,Monday,October
31,2.1678108678838233,41.37915615697322,2019-08-10,Saturday,August
38,2.170500829165871,41.37922061731972,2019-11-11,Monday,November
39,2.1707399879935325,41.3792223411101,2019-04-17,Wednesday,April
40,2.170979146841988,41.37922406440353,2019-03-09,Saturday,March
41,2.171158515991972,41.379225356547444,2019-03-02,Saturday,March
42,2.17127809543179,41.37922621782141,2019-04-07,Sunday,April
43,2.1713976748768036,41.37922707897115,2019-04-27,Saturday,April
45,2.1715172543270107,41.37922793999664,2019-05-01,Wednesday,May
46,2.171636833782412,41.379228800897884,2019-11-02,Saturday,November
47,2.171756413243006,41.37922966167488,2019-05-16,Thursday,May
49,2.1718759927087925,41.379230522327624,2019-03-22,Friday,March
50,2.1719955721797697,41.379231382856126,2019-10-05,Saturday,October
52,2.1721151516559387,41.3792322432604,2019-11-12,Tuesday,November
53,2.172234731137297,41.379233103540415,2019-07-11,Thursday,July
55,2.1723543106238443,41.379233963696194,2019-02-06,Wednesday,February
57,2.1724738901155805,41.37923482372772,2019-09-24,Tuesday,September
58,2.1725934696125044,41.37923568363501,2019-07-24,Wednesday,July
60,2.172713049114615,41.37923654341805,2019-06-13,Thursday,June
62,2.1728326286219115,41.37923740307685,2019-02-23,Saturday,February
63,2.172952208134394,41.3792382626114,2019-07-05,Friday,July
65,2.1730717876520607,41.379239122021716,2019-07-12,Friday,July
66,2.173191367174912,41.37923998130778,2019-09-14,Saturday,September
67,2.173310946702946,41.37924084046959,2019-07-11,Thursday,July
69,2.1734305262361633,41.37924169950717,2019-12-20,Friday,December
70,2.173550105774561,41.3792425584205,2019-12-21,Saturday,December
72,2.1736696853181403,41.37924341720958,2019-03-26,Tuesday,March
73,2.1737892648668997,41.37924427587441,2019-01-21,Monday,January
74,2.173908844420839,41.379245134415015,2019-06-25,Tuesday,June
75,2.1740284239799563,41.37924599283137,2019-12-08,Sunday,December
76,2.174148003544252,41.379246851123476,2019-06-30,Sunday,June
77,2.1742675831137244,41.379247709291334,2019-03-14,Thursday,March
78,2.174387162688374,41.379248567334955,2019-08-28,Wednesday,August
79,2.174686111647639,41.37925071190042,2019-07-22,Monday,July
78,2.1750448504414406,41.379253284353965,2019-08-17,Saturday,August
77,2.175224219855796,41.37925457016141,2019-09-18,Wednesday,September
76,2.1753437994718303,41.37925542721107,2019-09-28,Saturday,September
75,2.1754633790930336,41.37925628413649,2019-10-11,Friday,October
74,2.1755829587194064,41.37925714093766,2019-09-13,Friday,September
73,2.175702538350947,41.37925799761459,2019-10-28,Monday,October
72,2.1758221179876553,41.37925885416726,2019-01-08,Tuesday,January
71,2.1759416976295305,41.37925971059569,2019-12-11,Wednesday,December
69,2.1760612772765713,41.379260566899866,2019-10-18,Friday,October
68,2.1761808569287773,41.37926142307982,2019-11-29,Friday,November
67,2.176300436586148,41.37926227913552,2019-08-29,Thursday,August
65,2.1764200162486826,41.379263135066964,2019-03-23,Saturday,March
64,2.17653959591638,41.379263990874186,2019-10-29,Tuesday,October
62,2.1766591755892395,41.37926484655714,2019-05-16,Thursday,May
61,2.1767787552672604,41.37926570211586,2019-05-07,Tuesday,May
59,2.176898334950442,41.379266557550324,2019-12-13,Friday,December
58,2.1770179146387836,41.379267412860564,2019-05-05,Sunday,May
57,2.1771374943322845,41.379268268046545,2019-11-18,Monday,November
52,2.1778544054333477,41.379318430126375,2019-01-05,Saturday,January
51,2.1782470675931185,41.37934053680794,2019-02-19,Tuesday,February
49,2.1788116105825956,41.37928022760457,2019-02-20,Wednesday,February
48,2.179110560019245,41.379282360677365,2019-10-30,Wednesday,October
47,2.1792899296966737,41.3792836401483,2019-10-05,Saturday,October
46,2.1794095094880572,41.37928449297364,2019-01-12,Saturday,January
45,2.1795290892845856,41.37928534567471,2019-09-16,Monday,September
44,2.1796486690862564,41.37928619825154,2019-07-08,Monday,July
42,2.1797682488930707,41.37928705070412,2019-11-28,Thursday,November
41,2.179887828705027,41.37928790303248,2019-03-09,Saturday,March
39,2.180007408522125,41.37928875523657,2019-05-17,Friday,May
37,2.180126988344363,41.379289607316416,2019-09-29,Sunday,September
35,2.1802465681717407,41.37929045927202,2019-05-23,Thursday,May
34,2.180366148004257,41.37929131110338,2019-10-27,Sunday,October
32,2.180485727841912,41.37929216281049,2019-02-17,Sunday,February
30,2.1806053076847047,41.379293014393355,2019-12-18,Wednesday,December
28,2.1807248875326337,41.379293865851984,2019-09-16,Monday,September
26,2.180844467385699,41.37929471718636,2019-03-27,Wednesday,March
24,2.1809640472438994,41.37929556839649,2019-11-04,Monday,November
22,2.1810836271072342,41.37929641948238,2019-11-08,Friday,November
20,2.181203206975703,41.37929727044402,2019-09-13,Friday,September
18,2.1813227868493046,41.37929812128142,2019-10-17,Thursday,October
16,2.1814423667280387,41.37929897199456,2019-11-09,Saturday,November
14,2.181561946611904,41.37929982258347,2019-10-20,Sunday,October
13,2.1816815265009,41.37930067304813,2019-11-11,Monday,November
11,2.1818011063950267,41.37930152338855,2019-03-09,Saturday,March
18,2.152148376131295,41.378861667205236,2019-04-05,Friday,April
20,2.1524467369346425,41.378908902811204,2019-07-13,Saturday,July
21,2.1525053567834864,41.37899940975263,2019-02-20,Wednesday,February
25,2.1531038333483776,41.3789587784843,2019-10-13,Sunday,October
26,2.1532837850598425,41.37891506518951,2019-03-23,Saturday,March
33,2.168170179379958,41.3791137173906,2019-04-28,Sunday,April
37,2.170561763264848,41.37913098133148,2019-06-28,Friday,June
38,2.170860711396823,41.379133135829726,2019-09-28,Saturday,September
39,2.171040080291602,41.37913442815593,2019-05-07,Tuesday,May
40,2.1711596595612837,41.37913528955145,2019-08-22,Thursday,August
41,2.1712792388361613,41.37913615082271,2019-09-09,Monday,September
42,2.1713988181162343,41.379137011969725,2019-01-24,Thursday,January
43,2.1715183974015018,41.3791378729925,2019-07-30,Tuesday,July
45,2.1716379766919625,41.37913873389104,2019-10-19,Saturday,October
46,2.1717575559876163,41.379139594665325,2019-07-27,Saturday,July
47,2.171877135288463,41.379140455315365,2019-10-10,Thursday,October
49,2.1719967145945,41.37914131584117,2019-11-09,Saturday,November
50,2.1721162939057286,41.37914217624272,2019-05-27,Monday,May
52,2.1722358732221463,41.379143036520034,2019-05-13,Monday,May
54,2.1723554525437536,41.3791438966731,2019-06-25,Tuesday,June
55,2.1724750318705492,41.379144756701926,2019-10-25,Friday,October
57,2.1725946112025323,41.3791456166065,2019-09-27,Friday,September
59,2.1727141905397027,41.37914647638684,2019-06-30,Sunday,June
60,2.172833769882059,41.37914733604293,2019-02-21,Thursday,February
62,2.1729533492296005,41.37914819557477,2019-09-29,Sunday,September
63,2.1730729285823274,41.37914905498237,2019-09-11,Wednesday,September
65,2.173192507940237,41.37914991426574,2019-04-12,Friday,April
66,2.1733120873033314,41.37915077342485,2019-09-07,Saturday,September
67,2.1734316666716076,41.379151632459724,2019-01-19,Saturday,January
69,2.173551246045065,41.37915249137034,2019-03-13,Wednesday,March
70,2.1736708254237036,41.37915335015672,2019-04-01,Monday,April
71,2.173790404807522,41.37915420881886,2019-06-14,Friday,June
73,2.1739099841965204,41.379155067356756,2019-07-19,Friday,July
74,2.174029563590697,41.379155925770405,2019-07-04,Thursday,July
75,2.174149142990052,41.379156784059795,2019-06-30,Sunday,June
76,2.174268722394584,41.37915764222496,2019-06-22,Saturday,June
77,2.1746872503512047,41.37916064482461,2019-12-09,Monday,December
76,2.1751655680935205,41.37916407450337,2019-10-19,Saturday,October
75,2.175344937268221,41.379165360120396,2019-03-04,Monday,March
74,2.1754645167244835,41.37916621704312,2019-12-21,Saturday,December
73,2.175584096185915,41.37916707384159,2019-06-12,Wednesday,June
72,2.1757036756525148,41.37916793051582,2019-10-24,Thursday,October
71,2.1758232551242815,41.379168787065794,2019-01-30,Wednesday,January
69,2.1759428346012153,41.37916964349153,2019-05-15,Wednesday,May
68,2.1760624140833147,41.37917049979302,2019-09-05,Thursday,September
67,2.17618199357058,41.37917135597027,2019-10-01,Tuesday,October
65,2.1763015730630095,41.37917221202328,2019-07-30,Tuesday,July
64,2.1764211525606023,41.37917306795204,2019-08-24,Saturday,August
62,2.176540732063358,41.379173923756554,2019-09-06,Friday,September
61,2.176660311571276,41.37917477943682,2019-07-21,Sunday,July
60,2.176779891084356,41.37917563499285,2019-07-15,Monday,July
58,2.176899470602596,41.379176490424626,2019-05-14,Tuesday,May
57,2.1770190501259963,41.37917734573217,2019-12-17,Tuesday,December
56,2.1771386296545563,41.37917820091545,2019-03-30,Saturday,March
55,2.177258209188274,41.3791790559745,2019-08-16,Friday,August
54,2.1773777887271493,41.3791799109093,2019-08-20,Tuesday,August
53,2.1774973682711822,41.379180765719845,2019-08-08,Thursday,August
51,2.1777767653736904,41.37915273741251,2019-05-14,Tuesday,May
